Customer_ID,Customer_Name,Age,Gender,Annual_Income,Spending_Score,Marital_Status,Product_Category,Years_as_Customer,Number_of_Transactions,Average_Transaction_Amount,Loyalty_Card,Discount_Avail,Preferred_Shopping_Channel,Customer_Segment
13283,Matthew Franco,65,1,133821,90,1,Electronics,8,9,278.85,1,1,Online,1
13284,Michelle Howell,37,1,51765,78,0,Groceries,13,37,476.88,0,0,In-Store,0
13285,Rebekah Holmes,52,1,47055,17,1,Groceries,9,70,54.32,0,0,In-Store,0
13286,Lauren Wolfe,36,0,73145,43,1,Groceries,8,9,834.78,0,0,Online,0
13287,David Huff,39,0,96090,66,1,Electronics,4,43,727.06,1,0,Online,0
13288,Bailey White,65,0,72546,40,0,Sports,6,83,738.9,1,0,In-Store,2
13289,Alexander Mathis,69,0,49665,5,0,Clothing,1,20,265.13,0,1,In-Store,2
13290,Anita Ford,33,1,68805,3,0,Groceries,11,7,379.56,0,0,In-Store,0
13291,Nathan Miller MD,55,0,79965,30,0,Clothing,2,44,227.38,0,1,Online,0
13292,Steven Schwartz,33,1,63823,65,1,Home,15,14,444.23,0,0,Online,0
13293,Richard Rodriguez,21,1,28445,61,0,Electronics,6,7,623.99,1,0,In-Store,0
13294,Ray Hall,20,1,59949,73,0,Groceries,6,76,373.41,0,0,Online,1
13295,Keith Smith,69,0,136926,22,0,Groceries,4,74,354.54,0,0,Online,0
13296,Jonathan Leon,22,1,139198,24,1,Clothing,5,46,786.68,0,1,In-Store,1
13297,Erin Irwin,36,0,56867,91,1,Electronics,19,48,699.81,0,0,Online,0
13298,Kim Thompson,52,0,49370,17,0,Home,5,82,947.21,1,1,Online,1
13299,Cynthia Hill,67,1,65153,44,0,Groceries,14,59,464.3,1,1,In-Store,1
13300,Andrea Valenzuela,64,1,60138,65,0,Electronics,18,70,805.82,0,1,Online,2
13301,Christina Nguyen,36,1,143631,26,0,Home,13,81,249.84,1,1,Online,2
13302,Robert Miller,48,0,95052,62,1,Electronics,8,33,248.48,1,1,In-Store,2
13303,Jeffrey Johnson,58,0,108461,22,0,Clothing,2,58,501.44,0,0,Online,0
13304,Sharon Soto,56,0,103918,4,1,Sports,1,6,174.29,1,0,In-Store,1
13305,James Chandler,65,1,113874,56,0,Electronics,14,84,591.23,0,1,In-Store,1
13306,Barbara Baird,66,1,115582,91,0,Clothing,5,50,373.52,0,1,In-Store,2
13307,Zachary Winters,47,0,102679,62,0,Clothing,14,54,696.65,0,0,In-Store,2
13308,Jill Willis,25,1,45713,27,1,Electronics,19,71,47.04,1,0,In-Store,1
13309,Shaun Schneider,65,0,129043,70,0,Groceries,9,98,336.38,0,0,In-Store,0
13310,Joseph Guerra,60,0,124220,58,1,Home,2,37,874.68,1,0,In-Store,2
13311,Keith Smith,26,1,67979,95,0,Electronics,12,17,983.69,0,1,Online,0
13312,Rodney Scott,33,0,133689,19,1,Electronics,8,39,858.83,1,0,Online,1
13313,Matthew Davis,35,0,99230,88,1,Electronics,9,65,609.0,1,0,In-Store,0
13314,Justin Davis,59,1,26464,35,1,Home,4,91,854.32,0,1,In-Store,1
13315,Robert Wilson,65,0,75182,93,0,Home,7,8,658.34,0,0,In-Store,1
13316,Edward Arroyo,64,1,103463,22,0,Groceries,10,28,611.95,0,1,Online,0
13317,Julian Salinas,48,1,56263,48,0,Home,1,1,179.5,1,0,Online,2
13318,Keith Anderson,57,1,135626,75,1,Groceries,8,77,480.01,0,0,In-Store,0
13319,Michael Powell,21,1,74382,68,0,Sports,13,79,538.46,0,1,In-Store,0
13320,Daniel Mejia,38,0,132854,40,1,Clothing,16,29,484.35,1,0,In-Store,0
13321,Kevin Campbell,55,0,144686,43,1,Clothing,16,50,830.84,1,1,Online,2
13322,Patricia Baxter,25,1,23476,96,1,Groceries,18,47,335.1,1,0,Online,2
13323,Erica Johnson,51,0,53315,90,1,Home,6,61,303.88,1,1,In-Store,1
13324,Michael Graves,55,1,120648,24,1,Sports,3,52,859.47,1,0,In-Store,0
13325,Abigail Moss,28,0,109937,21,1,Groceries,3,6,207.75,0,1,In-Store,1
13326,Vanessa Lewis,55,0,57591,15,0,Clothing,4,93,237.25,0,1,Online,2
13327,Marcus Park,51,0,140875,42,1,Clothing,13,39,42.37,0,1,Online,0
13328,Kathleen Mitchell,54,1,133257,74,1,Electronics,7,90,511.91,0,1,In-Store,1
13329,Tiffany Owens,69,0,78539,47,0,Home,7,26,420.82,1,1,Online,1
13330,Kenneth Peters,54,0,37178,84,0,Home,15,74,341.99,1,1,In-Store,0
13331,Adam Maynard,30,1,135556,56,0,Clothing,12,58,750.48,0,0,In-Store,1
13332,Scott Patel,62,1,145343,71,0,Sports,14,10,573.03,1,0,Online,1
13333,Ms. Shannon Phillips,36,0,45372,90,1,Sports,14,40,464.85,0,0,In-Store,0
13334,Jessica Brandt,37,1,140647,19,1,Home,18,82,721.39,1,0,In-Store,0
13335,Julie Harrington,18,1,42838,4,0,Home,14,33,501.62,1,0,In-Store,2
13336,Michelle Gutierrez,58,1,112695,68,1,Home,18,68,91.99,1,0,Online,2
13337,William Boyle,29,0,75422,18,1,Groceries,17,29,521.64,1,0,Online,0
13338,Casey Wade,18,1,64626,39,1,Groceries,8,25,24.73,0,0,In-Store,0
13339,Sandra Robinson,66,1,141787,5,1,Clothing,6,22,233.72,1,0,Online,2
13340,Brittany Romero,19,0,65556,46,1,Home,15,8,133.86,0,1,Online,2
13341,Paige Fisher,56,1,77595,73,0,Clothing,14,13,665.75,0,0,Online,0
13342,Joy Bennett,55,0,117581,88,0,Sports,17,34,299.71,1,1,Online,0
13343,Kristi Ortega,54,1,82355,58,1,Groceries,8,78,790.53,1,0,Online,1
13344,Mason Williams,31,0,133931,18,1,Groceries,2,36,332.73,0,1,In-Store,2
13345,Leslie Dawson,23,0,32084,45,0,Groceries,3,86,144.19,0,0,In-Store,0
13346,Gary Jones,20,1,92022,5,1,Home,7,70,207.81,1,0,In-Store,0
13347,Bryan Wilson,48,0,71069,97,1,Home,17,48,707.4,0,0,Online,0
13348,Roberto Carter,56,1,144019,60,1,Groceries,1,10,81.94,1,0,Online,0
13349,Francisco Dunn,44,1,52548,73,1,Electronics,15,29,610.43,0,0,In-Store,2
13350,Rebecca Douglas,60,0,115933,64,1,Clothing,13,92,144.29,0,1,Online,1
13351,Michael Rodriguez,25,0,52628,24,1,Home,5,62,229.88,0,0,Online,2
13352,Lisa Jones,48,0,147989,69,1,Home,11,5,120.46,1,1,Online,2
13353,Derek Roberts,46,0,68756,44,0,Groceries,15,32,226.23,1,0,In-Store,1
13354,Curtis Lowery,33,1,53800,21,0,Groceries,3,25,115.11,1,1,In-Store,2
13355,Randy Cohen,29,1,120599,33,1,Clothing,16,55,818.42,0,0,Online,0
13356,Philip Martinez,65,0,28466,73,1,Electronics,18,18,185.1,1,1,In-Store,0
13357,Benjamin Morris,48,0,77956,79,1,Home,6,58,670.26,0,0,Online,1
13358,Pamela Price,48,0,126251,86,1,Electronics,2,14,960.26,1,0,In-Store,2
13359,James Miller,65,0,91826,2,0,Electronics,16,66,187.59,1,0,Online,2
13360,Mckenzie Delgado,46,1,94652,73,0,Home,8,18,977.27,0,0,Online,0
13361,Yolanda Smith,25,0,130941,91,1,Electronics,18,86,808.36,1,0,Online,1
13362,Debbie Ballard,30,1,145506,22,1,Home,12,55,520.04,1,0,In-Store,0
13363,Mark Powell,61,1,91232,31,0,Clothing,3,70,245.58,0,1,In-Store,1
13364,Raymond Burns,50,0,21411,74,0,Sports,5,23,834.77,1,1,In-Store,1
13365,Meagan Bell,62,1,124528,23,0,Home,18,45,585.57,1,0,In-Store,0
13366,Mary Campbell,25,0,100377,14,1,Groceries,8,42,838.96,0,1,Online,2
13367,Mr. Kyle Gilbert,27,1,135792,30,0,Clothing,8,38,142.46,1,1,In-Store,2
13368,Holly Wells,63,1,94476,95,0,Home,19,39,498.29,0,0,Online,2
13369,Kiara Stevens,48,1,140537,45,0,Groceries,15,54,609.34,0,0,Online,2
13370,Natalie Carter,53,1,26672,3,0,Sports,7,69,807.12,0,0,In-Store,1
13371,Robert Werner,41,1,128261,15,0,Home,4,76,524.84,0,0,Online,0
13372,Thomas Allen,57,1,82608,44,0,Home,5,5,745.72,1,0,Online,0
13373,Todd Burton,20,1,103102,49,1,Home,6,30,236.32,1,0,In-Store,0
13374,Steven Ferguson,40,0,51141,67,0,Sports,3,47,606.51,0,1,Online,1
13375,Michael Leon,43,1,23611,10,1,Groceries,16,35,58.34,0,0,Online,1
13376,John Smith,23,0,99652,44,0,Groceries,2,63,432.34,1,1,Online,1
13377,Ian Mack,21,1,120778,33,1,Clothing,17,24,265.45,1,1,In-Store,1
13378,Steven Williams,30,1,128019,99,0,Clothing,19,89,746.41,1,1,Online,2
13379,Jeremy Mathews,46,1,128452,17,0,Home,17,70,692.37,1,1,In-Store,1
13380,William Sanchez,38,1,92810,13,1,Home,14,64,906.78,0,0,In-Store,2
13381,Emily Cole,39,0,100753,5,1,Sports,10,16,118.06,1,0,In-Store,1
13382,Kelly Dodson,33,0,121559,29,0,Home,19,54,722.18,1,1,Online,0
13383,Kirsten Martinez,45,0,44408,49,1,Electronics,2,10,726.81,1,1,Online,2
13384,Kathryn Garcia,57,1,57975,85,1,Home,13,75,676.21,0,1,Online,0
13385,Rita Riley,45,0,101467,12,0,Clothing,5,35,247.99,1,1,Online,0
13386,Dustin Rhodes,65,0,77224,14,0,Electronics,17,13,87.84,1,0,Online,1
13387,Stephanie Black,20,0,80197,18,1,Electronics,3,8,524.99,0,1,In-Store,1
13388,Heather Hartman,59,0,126697,39,1,Sports,16,88,846.82,0,0,In-Store,2
13389,Lydia Terry,40,0,67195,27,1,Groceries,14,75,260.49,1,0,In-Store,0
13390,Renee Stevenson,53,0,130433,25,1,Sports,1,88,107.64,1,1,In-Store,0
13391,Jennifer Green,19,0,24608,50,1,Electronics,1,52,382.73,1,0,Online,2
13392,Katie Brown,50,1,43437,5,1,Home,4,42,677.53,0,1,In-Store,2
13393,Luke Fisher,42,1,68971,30,0,Groceries,1,78,917.76,1,1,In-Store,2
13394,Wendy Jenkins,56,0,96666,94,0,Groceries,16,14,545.95,0,1,Online,0
13395,William Anderson,55,0,38416,82,0,Electronics,14,12,734.05,1,0,In-Store,1
13396,Megan Joseph,29,1,134863,51,0,Home,10,64,211.11,0,1,Online,2
13397,Melissa Sanders,57,0,136778,9,1,Home,11,58,207.94,0,0,In-Store,1
13398,Angela Smith,51,1,92728,26,1,Groceries,19,82,696.66,1,1,Online,1
13399,Monique Owens,37,1,65107,37,0,Clothing,14,45,863.25,0,1,In-Store,0
13400,Wayne Wilkins,24,0,139656,68,1,Home,17,12,626.17,1,0,Online,2
13401,John Porter,54,0,79408,57,1,Groceries,6,19,474.18,0,0,In-Store,1
13402,Amy Hale,25,1,144816,91,0,Home,5,44,67.5,0,1,In-Store,2
13403,William May,50,1,83819,39,1,Groceries,17,42,433.47,0,0,Online,1
13404,Miss Debra Reyes,56,0,100745,7,0,Clothing,14,7,221.22,1,0,Online,1
13405,Paul Elliott,25,0,98461,64,1,Electronics,15,73,365.78,1,0,In-Store,0
13406,Katie Price,30,1,59938,51,1,Home,19,53,654.84,0,0,Online,2
13407,Meredith Taylor,29,1,53824,32,0,Electronics,7,57,775.82,0,1,In-Store,2
13408,Jennifer Hayden,63,0,47117,98,0,Groceries,13,60,511.78,1,1,In-Store,1
13409,Cody Hodges,46,1,83750,46,0,Home,6,15,746.79,0,1,Online,2
13410,Rachel Stevenson,48,0,90553,50,0,Clothing,1,19,394.9,0,0,In-Store,2
13411,Brenda Smith,56,1,30203,92,1,Groceries,15,63,777.62,0,1,In-Store,0
13412,Tanya Church,28,1,100837,78,1,Groceries,14,32,825.72,0,1,Online,0
13413,Thomas Johnson,24,0,27890,92,1,Sports,10,93,219.91,0,1,In-Store,1
13414,Logan Villarreal,58,0,127210,82,1,Clothing,9,82,710.32,1,1,Online,1
13415,Bethany Ramirez,40,1,72034,7,0,Clothing,7,84,147.31,1,1,Online,2
13416,Jeremy Buckley,50,0,130097,57,1,Sports,14,14,98.0,1,1,In-Store,0
13417,Christian Chan,54,1,144222,80,1,Sports,18,57,606.84,0,1,Online,0
13418,Marissa Barry,24,1,71628,68,0,Clothing,12,20,254.27,1,0,In-Store,2
13419,Cynthia Miller,23,1,40949,26,0,Groceries,17,74,601.13,1,1,In-Store,0
13420,Margaret Sherman,18,1,51719,43,1,Groceries,4,18,144.43,0,0,In-Store,2
13421,Debbie Aguirre,48,0,86213,7,0,Sports,4,78,617.45,1,1,Online,1
13422,Andrea Brown,61,1,135817,73,0,Clothing,18,47,551.78,0,0,In-Store,0
13423,Walter Graham,33,0,100261,30,0,Electronics,3,58,725.2,1,0,Online,2
13424,Denise Osborn,53,0,91453,90,1,Groceries,13,15,60.37,0,0,Online,2
13425,Thomas Woods,67,0,82620,45,1,Clothing,19,42,530.6,0,0,Online,0
13426,Dr. Sharon Mendez DDS,21,0,24950,85,1,Home,11,54,857.87,1,1,In-Store,0
13427,Malik Price,26,1,111033,77,1,Clothing,11,80,214.35,0,0,Online,1
13428,William Miller,65,0,143536,29,1,Sports,16,39,557.35,0,0,Online,2
13429,Patricia Scott,40,0,93551,72,1,Groceries,14,67,10.92,1,0,In-Store,1
13430,Emily Burnett,49,0,125525,68,0,Clothing,16,39,125.74,0,1,Online,2
13431,Jennifer Hines,64,1,20225,40,1,Home,4,98,418.96,0,1,Online,2
13432,Allison Davis,21,0,116037,23,0,Groceries,17,84,134.03,0,0,In-Store,1
13433,Annette Hill,63,0,50858,60,1,Electronics,15,84,321.83,0,0,In-Store,0
13434,Alexander Robinson DVM,38,0,33250,30,1,Home,1,69,601.88,1,1,Online,0
13435,Matthew Moore,50,1,135264,100,1,Sports,9,69,69.28,1,0,Online,2
13436,Russell Malone,42,1,101269,29,1,Home,6,37,16.62,0,1,In-Store,0
13437,Amy Castillo,21,0,118899,85,1,Groceries,4,84,955.73,0,1,In-Store,1
13438,Jeffrey Adams,30,1,43387,71,1,Sports,17,96,60.8,1,1,In-Store,1
13439,Tina Lee,39,0,138091,45,1,Clothing,14,61,834.17,1,1,Online,1
13440,Kayla Kennedy,39,1,140755,24,0,Sports,11,79,259.42,0,0,In-Store,1
13441,Jody Lucas,37,0,115521,37,1,Home,5,31,855.85,0,0,In-Store,1
13442,Ashley Hernandez,30,1,85430,73,0,Groceries,2,65,49.45,0,0,In-Store,1
13443,Diane Hendrix,52,0,58678,95,1,Sports,9,56,615.9,1,1,In-Store,2
13444,Mark Edwards,42,0,61881,95,0,Home,6,95,695.83,0,0,Online,1
13445,Kelly Hines,53,1,35772,11,1,Clothing,5,56,941.61,0,0,Online,0
13446,Cameron Mcdonald,25,1,140143,68,1,Sports,14,14,206.21,0,1,In-Store,2
13447,David Combs,21,0,138682,12,1,Clothing,12,4,749.64,1,0,In-Store,2
13448,Thomas Moore,65,0,115409,8,0,Groceries,15,28,92.63,0,0,Online,0
13449,Kristine Matthews,44,1,62361,7,1,Sports,16,97,24.96,1,1,Online,2
13450,Jodi Morgan,56,1,39453,46,1,Electronics,1,48,537.83,1,0,In-Store,2
13451,Megan Martin,59,1,129749,30,1,Groceries,13,23,108.24,0,0,In-Store,2
13452,Lindsay Miller,29,0,48625,91,1,Home,3,26,987.46,0,0,In-Store,0
13453,Deborah Hill,69,0,125537,78,1,Sports,15,88,874.14,0,1,In-Store,2
13454,Ashley White,34,0,121177,98,0,Clothing,3,27,191.53,1,0,In-Store,1
13455,Michelle Hanson,52,1,40979,25,1,Home,11,30,408.23,1,1,In-Store,1
13456,Courtney Cook,58,0,42878,17,1,Sports,2,1,382.08,1,1,In-Store,0
13457,Timothy Ellis,68,0,60208,32,0,Groceries,12,50,868.17,1,1,In-Store,1
13458,William Gonzales,39,0,132584,69,0,Electronics,5,20,395.42,1,1,Online,0
13459,Daniel Davila,49,1,111189,96,0,Clothing,3,80,677.72,1,1,In-Store,0
13460,Todd Simmons,49,0,76332,48,1,Electronics,17,36,313.53,0,1,In-Store,0
13461,David Robinson,48,1,134256,8,0,Groceries,16,87,722.86,0,0,In-Store,2
13462,Tracy Lopez,46,0,136021,73,0,Sports,12,67,534.58,1,1,In-Store,0
13463,Michael Romero,19,0,126300,54,0,Electronics,6,32,669.26,0,0,In-Store,1
13464,Dylan Patton,43,0,54084,40,0,Sports,2,36,999.5,0,1,In-Store,2
13465,Philip Lam,69,0,107267,91,1,Electronics,9,50,16.76,0,0,Online,2
13466,Martin Oneal,56,0,82444,51,1,Sports,10,68,955.15,0,0,Online,2
13467,Rachel Davis,58,1,127722,11,1,Home,14,7,388.84,1,1,In-Store,2
13468,Natasha Huff,33,1,127829,46,0,Groceries,3,75,496.21,1,0,Online,2
13469,Lisa Ali,34,0,101315,75,0,Sports,4,16,85.54,1,0,In-Store,0
13470,Paul Bray,49,0,127982,89,1,Clothing,8,13,482.38,0,0,Online,0
13471,Vincent Adams,60,0,50353,32,1,Electronics,4,83,348.63,1,0,In-Store,2
13472,Donald Norris,29,1,40614,79,1,Home,16,61,162.0,0,1,In-Store,2
13473,Steven Schmitt,54,1,95214,52,0,Clothing,17,1,512.35,1,0,Online,0
13474,Clinton Dillon,29,0,148140,40,0,Electronics,6,6,906.04,1,1,Online,0
13475,Christy Hayes,24,0,129857,46,0,Electronics,11,22,322.15,1,1,Online,1
13476,Jeremy Wilcox,60,1,116705,88,0,Groceries,16,95,153.79,1,0,Online,2
13477,Elizabeth Williams,54,0,123393,94,1,Sports,6,85,533.22,1,1,Online,1
13478,Richard Day,22,1,48524,37,1,Sports,9,1,660.56,0,1,Online,1
13479,Erica Patel,33,0,121276,28,1,Groceries,15,89,398.31,0,1,In-Store,2
13480,Deborah Harvey,44,1,124911,17,0,Home,19,4,275.58,0,1,Online,1
13481,Ashley Vaughan,57,1,52721,44,1,Home,4,38,794.23,0,0,In-Store,1
13482,Julia Johnson,27,1,103732,75,1,Home,15,1,473.13,1,1,In-Store,1
13483,Amy Williams,31,1,95062,54,0,Electronics,12,64,153.54,1,0,In-Store,1
13484,Holly Novak,53,1,20525,42,1,Clothing,19,64,104.75,1,0,Online,2
13485,Michael Avila,69,0,145743,45,0,Electronics,13,38,36.27,0,0,In-Store,2
13486,Jessica Brown,62,0,78320,55,0,Sports,14,54,588.1,0,0,Online,1
13487,Brittany Stanley,60,1,146643,24,0,Home,17,74,946.24,0,0,In-Store,1
13488,Rebecca Alvarado,44,0,54942,35,1,Electronics,12,24,723.35,1,0,In-Store,0
13489,Melinda Norton,32,0,106106,51,0,Electronics,7,10,407.25,0,1,In-Store,1
13490,Tristan Myers,23,0,43662,1,1,Sports,2,65,424.7,0,0,In-Store,2
13491,John Cox,20,0,149667,28,0,Groceries,5,67,419.3,1,1,In-Store,0
13492,Oscar Peterson,58,1,68323,82,0,Groceries,7,97,202.34,1,0,Online,0
13493,Bethany Smith,63,0,89080,60,1,Home,15,46,306.68,0,0,In-Store,0
13494,Devin Hudson,29,1,88398,10,0,Electronics,18,9,795.61,1,0,In-Store,0
13495,Manuel Saunders,19,1,92417,7,0,Sports,13,9,621.77,0,1,In-Store,0
13496,Heather Barnes,61,1,146980,30,0,Groceries,17,69,915.41,1,0,In-Store,0
13497,Richard Montgomery,69,0,140969,16,1,Home,7,83,751.19,1,1,Online,0
13498,Veronica Daugherty,28,1,66808,90,1,Groceries,19,42,293.3,1,1,In-Store,0
13499,John Kim,53,0,77190,25,0,Clothing,7,75,327.5,0,1,In-Store,2
13500,Michael Dunn,37,1,74750,71,0,Clothing,12,36,454.43,1,0,Online,1
13501,Caroline Thompson,45,0,105801,97,1,Groceries,5,42,507.36,0,1,Online,0
13502,Michael Martinez,28,1,90040,27,1,Electronics,5,15,776.58,1,1,Online,2
13503,Anthony Reilly,67,0,34815,37,0,Home,16,20,468.96,0,1,In-Store,1
13504,Chad Lewis,52,1,126887,1,1,Electronics,8,83,788.63,0,0,Online,0
13505,Samuel Ho,61,1,75578,37,1,Clothing,3,96,500.16,1,0,Online,2
13506,Rebecca Ochoa,54,1,58280,37,0,Groceries,16,49,309.9,0,0,In-Store,0
13507,Benjamin Alvarez,52,1,68970,43,0,Home,7,9,543.72,0,0,Online,2
13508,Christopher Hicks,42,1,41857,52,0,Groceries,6,26,586.14,0,0,Online,0
13509,Kevin Porter,21,1,32752,17,1,Groceries,8,29,958.31,0,1,Online,0
13510,Nichole Barton,31,0,84843,14,1,Sports,3,66,84.77,0,1,In-Store,0
13511,Michael Rowland,33,0,147343,90,1,Groceries,12,90,444.16,1,0,Online,1
13512,John Butler,51,1,99062,36,1,Groceries,10,39,546.84,0,1,In-Store,1
13513,Yvette Campbell,33,0,129250,9,0,Sports,11,17,904.42,0,0,In-Store,0
13514,John Holt,39,0,118908,4,1,Clothing,15,91,102.73,1,0,In-Store,2
13515,Dr. Jeffery Simpson,54,0,85330,18,0,Electronics,2,31,456.16,0,0,In-Store,2
13516,Jo Grant,68,1,73458,22,1,Clothing,9,82,86.03,1,1,In-Store,1
13517,Richard Ruiz,44,1,133581,98,0,Sports,17,59,925.8,0,0,In-Store,0
13518,Robin Miller,48,0,69683,86,0,Groceries,6,25,445.31,1,0,Online,2
13519,Christina Gonzales,58,1,105744,56,0,Groceries,11,36,246.24,0,1,In-Store,1
13520,Diamond Randall,46,0,138262,97,1,Clothing,9,13,99.16,0,0,In-Store,0
13521,James Skinner,44,1,74141,94,1,Clothing,19,54,417.24,1,1,Online,1
13522,Jeremy Estes,46,1,128889,14,0,Sports,8,11,82.09,1,0,In-Store,0
13523,Kenneth Torres,41,0,58422,25,1,Home,13,29,564.86,1,0,Online,1
13524,Terry Green,61,1,39741,15,1,Home,1,98,808.18,1,1,Online,1
13525,Joel Garcia,43,0,51850,86,1,Sports,15,21,485.79,0,0,Online,2
13526,Linda Reyes,25,1,141329,28,1,Sports,16,28,832.22,0,1,In-Store,0
13527,Jose Myers,69,0,115128,43,0,Clothing,4,8,960.08,1,1,In-Store,0
13528,Ryan Snow,40,0,89420,28,0,Sports,10,88,135.83,1,0,Online,0
13529,Catherine Dominguez,51,0,83275,28,1,Electronics,4,89,725.35,0,0,In-Store,2
13530,Dale Herrera,54,0,43853,80,0,Clothing,1,74,752.1,1,1,In-Store,0
13531,Dennis Rocha,61,0,83049,42,0,Electronics,15,55,806.78,1,1,Online,0
13532,Gregory Hughes,61,0,91851,81,0,Electronics,3,92,23.86,1,0,In-Store,1
13533,Brian Durham,55,0,80120,8,0,Groceries,10,64,266.16,0,1,Online,1
13534,Jerome Bruce,58,1,126299,94,1,Groceries,6,68,108.34,0,1,Online,0
13535,Luke Vega,41,0,80993,100,1,Electronics,13,49,866.0,0,0,In-Store,1
13536,Jessica Hall,60,0,105858,48,1,Electronics,14,85,173.54,0,0,In-Store,2
13537,Joseph Miles,37,1,120714,7,0,Electronics,16,1,763.78,0,0,Online,1
13538,Terry Price,30,0,127312,98,0,Clothing,4,60,798.58,1,1,In-Store,0
13539,Alejandro Young,34,0,71497,41,1,Groceries,16,81,435.93,0,1,In-Store,2
13540,Dorothy Vazquez,24,1,119997,7,0,Home,3,18,926.32,0,0,Online,2
13541,Lisa Benton,35,1,55423,58,1,Clothing,12,41,139.25,1,0,Online,0
13542,Wendy Pierce,39,0,120150,34,0,Clothing,10,66,401.41,1,0,Online,1
13543,Thomas Brooks,26,1,34692,64,0,Sports,7,2,973.46,1,0,In-Store,2
13544,Sean Logan,38,0,129518,84,1,Electronics,16,7,586.69,0,0,Online,0
13545,Mackenzie Howard,61,1,63472,92,0,Groceries,1,50,411.65,1,0,Online,1
13546,Teresa Harris,54,0,58864,53,1,Groceries,5,24,511.03,0,1,In-Store,1
13547,Erik Hicks,31,0,51068,66,1,Clothing,17,40,571.04,1,1,In-Store,0
13548,Christine Dalton,39,1,43014,59,0,Sports,12,39,176.61,1,0,In-Store,1
13549,Justin Mora,51,0,41662,52,1,Home,13,5,27.14,1,1,In-Store,2
13550,David Walsh,47,0,67828,53,1,Electronics,16,50,184.8,0,0,In-Store,2
13551,Deborah Roberts,64,1,136791,31,0,Clothing,11,58,769.79,1,1,In-Store,2
13552,Dr. Jason Johnson,39,0,48523,57,0,Clothing,17,17,850.92,1,1,In-Store,2
13553,Daniel Roberts,27,0,133483,37,1,Electronics,15,75,784.65,0,0,Online,2
13554,Joseph Mccoy,50,0,76587,70,0,Groceries,4,84,71.34,0,1,In-Store,0
13555,Steven Russell,34,0,52746,27,0,Sports,13,51,824.48,0,0,Online,0
13556,Steven Clark,40,0,67859,43,1,Sports,9,85,966.33,0,0,In-Store,0
13557,Amanda Petersen,46,0,86979,13,0,Sports,3,2,565.18,1,1,Online,1
13558,Kelly Miller,18,1,80852,34,0,Home,1,78,953.95,0,0,Online,1
13559,John Brown,25,1,122673,54,1,Home,17,94,460.36,1,1,Online,0
13560,Charles Frazier,38,1,103986,28,0,Home,7,70,444.99,0,0,Online,1
13561,Ashley Fleming,54,0,109441,85,0,Sports,8,20,703.94,0,0,In-Store,2
13562,Jessica Avila,39,0,112266,86,0,Groceries,1,35,750.24,1,0,Online,0
13563,William Chavez,47,1,109581,30,1,Home,5,54,504.76,0,1,Online,1
13564,William Garcia,43,1,90194,98,1,Home,9,96,800.49,0,0,In-Store,2
13565,Jeffrey Mathews,67,0,111473,85,0,Home,5,3,207.07,1,0,Online,1
13566,Rebecca Stone,45,0,55515,85,1,Home,12,63,539.99,0,0,Online,0
13567,Larry Jackson,19,1,131407,13,1,Home,4,31,276.49,1,1,Online,1
13568,Maurice Hall,66,0,143988,57,1,Groceries,8,80,98.17,1,0,In-Store,2
13569,Allison Ramirez,28,0,68623,100,0,Sports,6,81,326.1,1,0,Online,1
13570,Heather White,49,0,34938,100,0,Home,7,45,545.85,1,0,Online,1
13571,Timothy Davis,51,0,132186,52,1,Sports,6,75,321.37,1,1,Online,1
13572,Laura Koch DVM,29,0,52544,80,0,Groceries,14,70,862.76,1,1,Online,1
13573,Matthew Walker,59,1,137525,95,1,Electronics,18,95,161.91,1,0,Online,2
13574,Dustin Gray,57,0,33039,61,0,Sports,18,12,791.63,0,1,In-Store,1
13575,Dr. Carolyn Woodward,40,0,46687,38,1,Sports,4,2,10.99,1,0,In-Store,2
13576,Charles Cruz,41,0,146425,65,1,Groceries,17,44,610.45,1,1,Online,0
13577,Kenneth Clark,59,0,121199,14,1,Electronics,18,63,373.3,1,1,Online,1
13578,Nicholas Salinas,25,1,94568,72,1,Clothing,8,25,446.1,0,0,Online,1
13579,James Foster,67,1,111330,32,1,Groceries,10,18,977.0,1,0,Online,2
13580,Cody Vargas,58,0,140639,87,0,Electronics,4,22,323.51,1,0,Online,2
13581,Hannah Frazier,39,1,44042,77,1,Electronics,11,10,307.05,1,1,In-Store,2
13582,Mr. John Smith,60,0,127284,32,1,Electronics,15,3,332.12,0,0,Online,1
13583,Cameron Morgan,44,1,140945,2,1,Electronics,12,99,295.61,1,0,Online,2
13584,Kelly Johnson,50,0,52674,8,1,Sports,10,88,809.89,1,1,Online,1
13585,Joe Harrington,27,1,78095,18,0,Sports,10,39,779.38,1,1,In-Store,1
13586,Amanda Fitzgerald,59,0,69088,58,1,Home,5,93,298.07,1,1,In-Store,1
13587,Patty Weaver,27,0,70434,2,1,Groceries,5,59,395.76,1,0,Online,2
13588,Danielle Stewart,37,1,50228,77,1,Sports,5,51,332.13,1,0,Online,1
13589,Todd Palmer,24,0,134266,98,1,Clothing,3,18,469.7,0,0,In-Store,0
13590,Jeffrey Santana,34,1,147155,83,0,Clothing,19,77,811.02,1,1,Online,1
13591,David Davis,68,1,137614,44,0,Home,13,66,181.17,1,0,In-Store,1
13592,Frank Rodriguez,50,0,69146,2,0,Sports,15,62,50.9,0,0,Online,0
